CROP_TYPE,SOIL_TYPE,REGION,Humidity,soilmiosture,Temperature,WEATHER_CONDITION,WATER_REQUIREMENT
SOYABEAN,WET,SEMI HUMID,19.37703396,380,30.7,WINDY,4.6
SOYABEAN,WET,SEMI HUMID,20.51346956,380,30.67,RAINY,0.1
SOYABEAN,WET,SEMI HUMID,24.03553105,380,30.64,NORMAL,4.7
SOYABEAN,WET,SEMI HUMID,22.89845607,381,30.6,SUNNY,6.2
SOYABEAN,WET,SEMI HUMID,22.7182355,386,30.56,WINDY,5.7
SOYABEAN,WET,SEMI HUMID,18.22590825,385,30.54,RAINY,0.1
SOYABEAN,WET,SEMI HUMID,24.91506728,382,30.49,NORMAL,5.6
SOYABEAN,WET,SEMI HUMID,21.27833035,383,30.45,SUNNY,7.1
SOYABEAN,WET,SEMI HUMID,22.77255917,384,30.4,WINDY,6.6
SOYABEAN,WET,SEMI HUMID,18.97267518,388,30.35,RAINY,0.3
SOYABEAN,WET,HUMID,22.27512704,382,30.31,NORMAL,1.64
SOYABEAN,WET,HUMID,24.35679348,383,30.26,SUNNY,3.14
SOYABEAN,WET,HUMID,19.60379304,385,30.21,WINDY,2.6
SOYABEAN,WET,HUMID,20.18238348,383,30.17,RAINY,0.1
SOYABEAN,WET,HUMID,23.02410338,382,30.13,NORMAL,2.6
SOYABEAN,WET,HUMID,18.86880997,383,30.08,SUNNY,4.1
SOYABEAN,WET,HUMID,24.13995025,382,30.06,WINDY,3.6
SOYABEAN,WET,HUMID,21.35793891,382,30.02,RAINY,0.1
SOYABEAN,WET,HUMID,24.90814655,382,29.98,NORMAL,3.7
SOYABEAN,WET,HUMID,21.43780702,382,29.93,SUNNY,5.2
SOYABEAN,WET,HUMID,23.77201471,382,29.9,WINDY,4.6
SOYABEAN,WET,HUMID,18.48522915,385,29.86,RAINY,0.1
SOYABEAN,WET,HUMID,20.74619325,384,29.82,NORMAL,4.6
SOYABEAN,WET,HUMID,22.74378977,382,29.78,SUNNY,6.1
SOYABEAN,WET,HUMID,20.57940608,384,29.75,WINDY,5.6
SOYABEAN,WET,HUMID,22.91244883,383,29.72,RAINY,0.1
CABBAGE,DRY,DESERT,19.27907819,385,29.69,NORMAL,5.5
CABBAGE,DRY,DESERT,18.18325169,383,29.67,SUNNY,7
CABBAGE,DRY,DESERT,24.93896255,384,29.64,WINDY,6.5
CABBAGE,DRY,DESERT,20.01730914,385,29.61,RAINY,0.2
CABBAGE,DRY,DESERT,24.75485098,383,29.58,NORMAL,6.5
CABBAGE,DRY,DESERT,23.96362799,383,29.55,SUNNY,8
CABBAGE,DRY,DESERT,22.33195853,383,29.52,WINDY,7.5
CABBAGE,DRY,DESERT,20.83398341,381,29.5,RAINY,0.5
CABBAGE,DRY,DESERT,21.79992115,382,29.47,NORMAL,7
CABBAGE,DRY,DESERT,24.67385131,379,29.45,SUNNY,8.5
CABBAGE,DRY,DESERT,24.32991649,376,29.43,WINDY,8
CABBAGE,DRY,DESERT,23.22323766,380,29.42,RAINY,0.8
CABBAGE,DRY,DESERT,21.90539577,381,29.39,NORMAL,8.6
CABBAGE,DRY,DESERT,24.89487354,372,29.37,SUNNY,10.1
CABBAGE,DRY,DESERT,21.1893007,377,29.35,WINDY,9.6
CABBAGE,DRY,DESERT,20.24768314,378,29.33,RAINY,0.6
CABBAGE,DRY,SEMI ARID,57.92887167,337,29.3,NORMAL,5.05
CABBAGE,DRY,SEMI ARID,62.73178224,298,29.28,SUNNY,6.55
CABBAGE,DRY,SEMI ARID,59.38967583,256,29.26,WINDY,6.05
CABBAGE,DRY,SEMI ARID,43.35795962,218,29.24,RAINY,0.5
CABBAGE,DRY,SEMI ARID,55.46985938,196,29.22,NORMAL,6
CABBAGE,DRY,SEMI ARID,42.35249879,189,29.21,SUNNY,7.5
CABBAGE,DRY,SEMI ARID,45.03186173,173,29.2,WINDY,7
CABBAGE,DRY,SEMI ARID,38.23184742,170,29.18,RAINY,0.5
CABBAGE,DRY,SEMI ARID,63.47742011,240,29.17,NORMAL,7.1
CABBAGE,DRY,SEMI ARID,67.38680755,447,29.15,SUNNY,8.6
CABBAGE,DRY,SEMI ARID,68.75810535,472,29.13,WINDY,8.1
CABBAGE,DRY,SEMI ARID,40.03262418,380,29.12,RAINY,0.8
CABBAGE,DRY,SEMI ARID,49.47225353,368,29.1,NORMAL,8
CABBAGE,DRY,SEMI ARID,56.67369054,0,178.7,SUNNY,9.5
CABBAGE,DRY,SEMI ARID,57.23265151,310,29.06,WINDY,9
CABBAGE,DRY,SEMI ARID,34.13737127,276,29.05,RAINY,0.8
CABBAGE,DRY,SEMI HUMID,38.80023714,243,29.04,NORMAL,4.4
CABBAGE,DRY,SEMI HUMID,34.69776639,208,29.03,SUNNY,5.9
CABBAGE,DRY,SEMI HUMID,37.73992903,216,29.02,WINDY,5.5
CABBAGE,DRY,SEMI HUMID,40.1242747,215,29.01,RAINY,0.2
CABBAGE,DRY,SEMI HUMID,55.96805489,218,29,NORMAL,5.3
CABBAGE,DRY,SEMI HUMID,50.12323801,221,28.99,SUNNY,6.8
CABBAGE,DRY,SEMI HUMID,47.19188279,220,28.98,WINDY,6.3
CABBAGE,DRY,SEMI HUMID,50.54621094,222,28.97,RAINY,0.3
CABBAGE,DRY,SEMI HUMID,38.40975482,221,28.96,NORMAL,6.2
CABBAGE,DRY,SEMI HUMID,45.3733757,220,28.95,SUNNY,7.7
CABBAGE,DRY,SEMI HUMID,49.4421345,220,28.93,WINDY,7.2
CABBAGE,DRY,SEMI HUMID,34.13307843,217,28.92,RAINY,0.5
CABBAGE,DRY,SEMI HUMID,35.42910045,212,28.91,NORMAL,7.5
CABBAGE,DRY,SEMI HUMID,46.68746847,211,28.9,SUNNY,9
CABBAGE,DRY,SEMI HUMID,41.69617915,210,28.9,WINDY,8.5
CABBAGE,DRY,SEMI HUMID,57.97429171,211,28.89,RAINY,0.8
CABBAGE,DRY,HUMID,67.07780816,211,28.87,NORMAL,3.6
CABBAGE,DRY,HUMID,46.48714759,210,28.86,SUNNY,5.1
CABBAGE,DRY,HUMID,39.04468913,210,28.85,WINDY,4.6
CABBAGE,DRY,HUMID,34.51086611,212,28.83,RAINY,0.1
CABBAGE,DRY,HUMID,37.57792132,210,28.82,NORMAL,4.5
CABBAGE,DRY,HUMID,32.24914235,210,28.81,SUNNY,6
CABBAGE,DRY,HUMID,36.82639309,210,28.83,WINDY,5.5
CABBAGE,DRY,HUMID,30.98685456,209,29.06,RAINY,0.2
CABBAGE,DRY,HUMID,30.40046769,210,29.42,NORMAL,5.6
CABBAGE,DRY,HUMID,35.72032498,210,29.75,SUNNY,7.1
CABBAGE,DRY,HUMID,47.52980027,210,29.89,WINDY,6.6
CABBAGE,DRY,HUMID,52.10010827,200,30.11,RAINY,0.2
CABBAGE,DRY,HUMID,34.80541039,212,30.27,NORMAL,6.6
CABBAGE,DRY,HUMID,47.19847683,210,30.39,SUNNY,8.1
CABBAGE,DRY,HUMID,46.24856523,260,30.47,WINDY,7.6
CABBAGE,DRY,HUMID,52.79913039,403,30.53,RAINY,0.5
CABBAGE,HUMID,DESERT,66.45457122,426,30.56,NORMAL,4.2
CABBAGE,HUMID,DESERT,36.52780776,368,30.57,SUNNY,5.7
CABBAGE,HUMID,DESERT,56.92831399,373,30.57,WINDY,5.2
CABBAGE,HUMID,DESERT,32.31528909,359,30.56,RAINY,0.2
CABBAGE,HUMID,DESERT,56.46868874,342,30.54,NORMAL,5.3
CABBAGE,HUMID,DESERT,45.70976142,293,30.52,SUNNY,6.8
CABBAGE,HUMID,DESERT,45.01110015,256,30.5,WINDY,6.3
CABBAGE,HUMID,DESERT,31.94550613,222,30.47,RAINY,0.3
CABBAGE,HUMID,DESERT,35.48885969,242,30.44,NORMAL,6.2
CABBAGE,HUMID,DESERT,49.94704718,239,30.4,SUNNY,7.7
CABBAGE,HUMID,DESERT,35.6395615,238,30.36,WINDY,7.2
CABBAGE,HUMID,DESERT,32.45974539,237,30.33,RAINY,0.5
CABBAGE,HUMID,DESERT,51.29019509,236,30.29,NORMAL,7.4
CABBAGE,HUMID,DESERT,38.83786012,238,30.24,SUNNY,8.9
CABBAGE,HUMID,DESERT,44.93322042,237,30.2,WINDY,8.4
CABBAGE,HUMID,DESERT,57.3414485,238,30.16,RAINY,0.8
CABBAGE,HUMID,SEMI ARID,48.41490082,237,30.12,NORMAL,3.7
CABBAGE,HUMID,SEMI ARID,60.54880693,237,30.08,SUNNY,5.2
CABBAGE,HUMID,SEMI ARID,59.33157782,237,30.06,WINDY,4.7
CABBAGE,HUMID,SEMI ARID,62.4901206,236,30.03,RAINY,0.1
CABBAGE,HUMID,SEMI ARID,43.61444121,237,29.99,NORMAL,4.6
CABBAGE,HUMID,SEMI ARID,47.2879691,237,29.95,SUNNY,6.1
CABBAGE,HUMID,SEMI ARID,40.7192594,240,29.91,WINDY,5.6
CABBAGE,HUMID,SEMI ARID,66.68832981,237,29.87,RAINY,0.2
CABBAGE,HUMID,SEMI ARID,61.33186249,237,29.84,NORMAL,5.5
CABBAGE,HUMID,SEMI ARID,63.46513414,237,29.81,SUNNY,7
CABBAGE,HUMID,SEMI ARID,39.37252634,237,29.77,WINDY,6.5
CABBAGE,HUMID,SEMI ARID,56.01334416,236,29.74,RAINY,0.3
CABBAGE,HUMID,SEMI ARID,35.39454002,237,29.71,NORMAL,6.6
CABBAGE,HUMID,SEMI ARID,56.03021253,235,29.68,SUNNY,8.1
CABBAGE,HUMID,SEMI ARID,67.10604388,237,29.66,WINDY,7.6
CABBAGE,HUMID,SEMI ARID,34.75591197,237,29.63,RAINY,0.5
CABBAGE,HUMID,SEMI HUMID,59.96669215,237,29.6,NORMAL,3.1
CABBAGE,HUMID,SEMI HUMID,36.67847052,234,29.57,SUNNY,4.6
CABBAGE,HUMID,SEMI HUMID,33.10695144,229,29.54,WINDY,4.1
CABBAGE,HUMID,SEMI HUMID,45.93248374,228,29.52,RAINY,0.1
CABBAGE,HUMID,SEMI HUMID,54.32342534,226,29.49,NORMAL,4.2
CABBAGE,HUMID,SEMI HUMID,56.31006755,227,29.47,SUNNY,5.7
CABBAGE,HUMID,SEMI HUMID,60.24218572,227,29.45,WINDY,5.2
CABBAGE,HUMID,SEMI HUMID,35.29006485,226,29.42,RAINY,0.2
CABBAGE,HUMID,SEMI HUMID,48.17631461,225,29.4,NORMAL,5.1
CABBAGE,HUMID,SEMI HUMID,40.58227261,224,29.38,SUNNY,6.6
CABBAGE,HUMID,SEMI HUMID,69.69141302,224,29.37,WINDY,6.1
CABBAGE,HUMID,SEMI HUMID,47.70351758,223,29.34,RAINY,0.3
CABBAGE,HUMID,SEMI HUMID,50.54495302,225,29.32,NORMAL,6
CABBAGE,HUMID,SEMI HUMID,62.56532471,224,29.3,SUNNY,7.5
CABBAGE,HUMID,SEMI HUMID,58.25799145,223,29.28,WINDY,7
CABBAGE,HUMID,SEMI HUMID,66.35375127,223,29.26,RAINY,0.5
CABBAGE,HUMID,HUMID,44.82294584,224,29.24,NORMAL,2.3
CABBAGE,HUMID,HUMID,42.89833235,224,29.22,SUNNY,3.8
CABBAGE,HUMID,HUMID,66.34777265,223,29.2,WINDY,3.3
CABBAGE,HUMID,HUMID,48.93905624,224,29.18,RAINY,0.1
CABBAGE,HUMID,HUMID,64.70930606,220,29.16,NORMAL,3.33
CABBAGE,HUMID,HUMID,51.27868781,224,29.15,SUNNY,4.8
CABBAGE,HUMID,HUMID,59.3189118,225,29.14,WINDY,4.3
CABBAGE,HUMID,HUMID,61.09387478,225,29.12,RAINY,0.1
CABBAGE,HUMID,HUMID,54.65030015,223,29.1,NORMAL,4.33
CABBAGE,HUMID,HUMID,54.1077461,243,29.08,SUNNY,5.8
CABBAGE,HUMID,HUMID,55.27755933,468,29.06,WINDY,5.3
CABBAGE,HUMID,HUMID,53.57014709,441,29.04,RAINY,0.2
CABBAGE,HUMID,HUMID,58.59986279,370,29.02,NORMAL,5.33
CABBAGE,HUMID,HUMID,55.77264351,354,29.01,SUNNY,6.8
CABBAGE,HUMID,HUMID,45.89239456,356,29.2,WINDY,6.3
CABBAGE,HUMID,HUMID,45.38497051,356,29.52,RAINY,0.3
CABBAGE,WET,DESERT,56.85420099,358,29.88,NORMAL,3.33
CABBAGE,WET,DESERT,58.51663927,356,30.07,SUNNY,4.8
CABBAGE,WET,DESERT,51.79939437,357,30.37,WINDY,4.3
CABBAGE,WET,DESERT,50.7330069,358,30.58,RAINY,0.1
CABBAGE,WET,DESERT,47.18283631,358,30.74,NORMAL,4.33
CABBAGE,WET,DESERT,43.6672299,357,30.85,SUNNY,5.8
CABBAGE,WET,DESERT,44.8302551,356,30.92,WINDY,5.3
CABBAGE,WET,DESERT,43.58788762,358,30.96,RAINY,0.2
CABBAGE,WET,DESERT,55.59160391,361,30.99,NORMAL,5.33
CABBAGE,WET,DESERT,61.5620517,359,30.99,SUNNY,6.8
CABBAGE,WET,DESERT,49.32609633,358,30.98,WINDY,6.3
CABBAGE,WET,DESERT,55.25435777,361,30.96,RAINY,0.3
CABBAGE,WET,DESERT,51.66921088,362,30.94,NORMAL,6.33
CABBAGE,WET,DESERT,49.66474269,360,30.91,SUNNY,7.8
CABBAGE,WET,DESERT,46.01868196,361,30.88,WINDY,7.3
CABBAGE,WET,DESERT,58.22686794,361,30.84,RAINY,0.5
CABBAGE,WET,SEMI ARID,53.2208266,360,30.79,NORMAL,2.83
CABBAGE,WET,SEMI ARID,43.65305437,362,30.75,SUNNY,4.33
CABBAGE,WET,SEMI ARID,56.32938343,362,30.7,WINDY,3.83
CABBAGE,WET,SEMI ARID,45.90067655,363,30.65,RAINY,0.1
CABBAGE,WET,SEMI ARID,60.9835384,362,30.6,NORMAL,3.83
CABBAGE,WET,SEMI ARID,40.00933429,362,30.55,SUNNY,5.33
CABBAGE,WET,SEMI ARID,57.14218792,366,30.5,WINDY,4.83
CABBAGE,WET,SEMI ARID,44.359648,367,30.47,RAINY,0.1
CABBAGE,WET,SEMI ARID,59.79236306,368,30.43,NORMAL,4.83
CABBAGE,WET,SEMI ARID,45.20094476,367,30.38,SUNNY,6.33
CABBAGE,WET,SEMI ARID,64.95585424,368,30.33,WINDY,5.83
CABBAGE,WET,SEMI ARID,41.36561835,367,30.28,RAINY,0.2
CABBAGE,WET,SEMI ARID,61.66852372,367,30.23,NORMAL,5.83
CABBAGE,WET,SEMI ARID,51.33189406,370,30.18,SUNNY,7.33
CABBAGE,WET,SEMI ARID,63.56791363,368,30.14,WINDY,6.83
CABBAGE,WET,SEMI ARID,44.82069159,368,30.09,RAINY,0.3
CABBAGE,WET,SEMI HUMID,56.40226277,370,30.05,NORMAL,2.16
CABBAGE,WET,SEMI HUMID,63.56222995,370,30,SUNNY,3.66
CABBAGE,WET,SEMI HUMID,54.82130787,370,29.98,WINDY,3.16
CABBAGE,WET,SEMI HUMID,43.02151392,370,29.94,RAINY,0.1
CABBAGE,WET,SEMI HUMID,47.36534833,371,29.9,NORMAL,3.16
CABBAGE,WET,SEMI HUMID,57.17377029,370,29.86,SUNNY,4.66
CABBAGE,WET,SEMI HUMID,46.82652785,371,29.83,WINDY,4.16
CABBAGE,WET,SEMI HUMID,56.96640758,370,29.79,RAINY,0.1
CABBAGE,WET,SEMI HUMID,62.85948245,370,29.75,NORMAL,4.16
CABBAGE,WET,SEMI HUMID,60.50320928,372,29.72,SUNNY,5.66
CABBAGE,WET,SEMI HUMID,61.39451307,371,29.69,WINDY,5.16
CABBAGE,WET,SEMI HUMID,44.17085032,371,29.66,RAINY,0.2
CABBAGE,WET,SEMI HUMID,58.55363573,371,29.63,NORMAL,5.16
CABBAGE,WET,SEMI HUMID,62.40392519,370,29.61,SUNNY,6.66
CABBAGE,WET,SEMI HUMID,52.3003173,371,29.59,WINDY,6.16
CABBAGE,WET,SEMI HUMID,42.26206161,373,29.56,RAINY,0.3
CABBAGE,WET,HUMID,57.30636014,373,29.53,NORMAL,1.33
CABBAGE,WET,HUMID,49.84213387,372,29.51,SUNNY,2.83
CABBAGE,WET,HUMID,45.41393636,372,29.48,WINDY,2.33
CABBAGE,WET,HUMID,61.58245338,374,29.46,RAINY,0.1
CABBAGE,WET,HUMID,50.77148138,372,29.43,NORMAL,2.33
CABBAGE,WET,HUMID,41.81420849,371,29.41,SUNNY,3.83
CABBAGE,WET,HUMID,61.18749126,377,29.38,WINDY,3.33
CABBAGE,WET,HUMID,44.2252605,372,29.36,RAINY,0.1
CABBAGE,WET,HUMID,43.35365671,372,29.35,NORMAL,3.33
CABBAGE,WET,HUMID,57.69622912,372,29.32,SUNNY,4.83
CABBAGE,WET,HUMID,58.25204566,371,29.3,WINDY,4.33
CABBAGE,WET,HUMID,59.79023382,373,29.28,RAINY,0.1
CABBAGE,WET,HUMID,53.50567601,373,29.26,NORMAL,4.33
CABBAGE,WET,HUMID,52.62741529,372,29.24,SUNNY,5.83
CABBAGE,WET,HUMID,61.25353851,373,29.22,WINDY,5.33
CABBAGE,WET,HUMID,52.60950014,373,29.19,RAINY,0.2
POTATO,DRY,DESERT,48.8246387,374,29.17,NORMAL,8.5
POTATO,DRY,DESERT,40.92604945,370,29.15,SUNNY,10
POTATO,DRY,DESERT,61.43378674,371,29.15,WINDY,9.5
POTATO,DRY,DESERT,49.60384796,373,29.13,RAINY,0.5
POTATO,DRY,DESERT,54.61813464,372,29.11,NORMAL,9.5
POTATO,DRY,DESERT,41.55934359,371,29.08,SUNNY,11
POTATO,DRY,DESERT,48.23991436,373,29.07,WINDY,10.5
POTATO,DRY,DESERT,62.84916863,371,29.05,RAINY,1.5
POTATO,DRY,DESERT,46.42693735,370,29.03,NORMAL,10.7
POTATO,DRY,DESERT,63.04749127,371,29.02,SUNNY,12.2
POTATO,DRY,DESERT,57.03184356,372,29,WINDY,11.7
POTATO,DRY,DESERT,52.62696801,374,28.99,RAINY,2.7
POTATO,DRY,DESERT,60.16299493,373,28.98,NORMAL,11.6
POTATO,DRY,DESERT,55.20522037,372,28.97,SUNNY,13.1
POTATO,DRY,DESERT,63.18180319,372,28.96,WINDY,12.6
POTATO,DRY,DESERT,59.96664731,371,28.94,RAINY,3.6
POTATO,DRY,SEMI ARID,40.5926071,372,28.93,NORMAL,7.8
POTATO,DRY,SEMI ARID,53.76623369,373,28.92,SUNNY,9.3
POTATO,DRY,SEMI ARID,61.14754363,371,28.91,WINDY,8.8
POTATO,DRY,SEMI ARID,49.00323081,370,28.9,RAINY,0.8
POTATO,DRY,SEMI ARID,61.34900107,371,28.89,NORMAL,8.8
POTATO,DRY,SEMI ARID,48.27531965,372,28.88,SUNNY,10.3
POTATO,DRY,SEMI ARID,45.96341933,370,28.87,WINDY,9.8
POTATO,DRY,SEMI ARID,49.9767522,370,28.86,RAINY,0.8
POTATO,DRY,SEMI ARID,87.80507732,370,28.85,NORMAL,9.8
POTATO,DRY,SEMI ARID,80.77275974,368,28.84,SUNNY,11.3
POTATO,DRY,SEMI ARID,84.34262707,370,28.83,WINDY,10.8
POTATO,DRY,SEMI ARID,81.04554836,374,28.82,RAINY,1.8
POTATO,DRY,SEMI ARID,87.32761241,363,28.81,NORMAL,10.9
POTATO,DRY,SEMI ARID,89.71503316,304,28.8,SUNNY,12.4
POTATO,DRY,SEMI ARID,83.24855855,263,28.79,WINDY,11.8
POTATO,DRY,SEMI ARID,85.5701901,224,28.78,RAINY,2.9
POTATO,DRY,SEMI HUMID,87.93598094,258,28.77,NORMAL,6.75
POTATO,DRY,SEMI HUMID,82.1193047,258,28.76,SUNNY,8.25
POTATO,DRY,SEMI HUMID,86.73346018,256,28.76,WINDY,7.75
POTATO,DRY,SEMI HUMID,86.45147631,250,28.75,RAINY,0.25
POTATO,DRY,SEMI HUMID,82.35916228,250,28.74,NORMAL,7.75
POTATO,DRY,SEMI HUMID,84.96089355,248,28.74,SUNNY,9.25
POTATO,DRY,SEMI HUMID,86.45193297,246,28.73,WINDY,8.75
POTATO,DRY,SEMI HUMID,85.16906976,246,28.72,RAINY,0.8
POTATO,DRY,SEMI HUMID,80.4513142,247,28.71,NORMAL,8.8
POTATO,DRY,SEMI HUMID,84.96771717,246,28.71,SUNNY,10.3
POTATO,DRY,SEMI HUMID,83.64274107,246,28.7,WINDY,9.8
POTATO,DRY,SEMI HUMID,89.07866095,246,28.69,RAINY,0.8
POTATO,DRY,SEMI HUMID,87.93724219,246,28.68,NORMAL,9.75
POTATO,DRY,SEMI HUMID,85.81675947,245,28.67,SUNNY,11.25
POTATO,DRY,SEMI HUMID,80.29868321,237,28.66,WINDY,10.75
POTATO,DRY,SEMI HUMID,86.404241,244,28.66,RAINY,1.75
POTATO,DRY,HUMID,81.67085323,245,28.65,NORMAL,5.45
POTATO,DRY,HUMID,82.60629652,243,28.64,SUNNY,6.95
POTATO,DRY,HUMID,86.20681554,243,28.63,WINDY,6.45
POTATO,DRY,HUMID,88.71782287,244,28.63,RAINY,0.3
POTATO,DRY,HUMID,87.50436797,243,28.62,NORMAL,6.5
POTATO,DRY,HUMID,88.73100226,244,28.61,SUNNY,8
POTATO,DRY,HUMID,81.59200689,244,28.6,WINDY,7.5
POTATO,DRY,HUMID,84.61431076,242,28.59,RAINY,0.5
POTATO,DRY,HUMID,88.4393979,245,28.58,NORMAL,7.6
POTATO,DRY,HUMID,86.13316408,243,28.57,SUNNY,9.1
POTATO,DRY,HUMID,86.99495766,242,28.57,WINDY,8.6
POTATO,DRY,HUMID,84.80084105,243,28.56,RAINY,0.8
POTATO,DRY,HUMID,89.1148059,242,28.55,NORMAL,8.5
POTATO,DRY,HUMID,88.07505524,241,28.54,SUNNY,10
POTATO,DRY,HUMID,87.16679147,242,28.54,WINDY,9.5
POTATO,DRY,HUMID,83.14796296,241,28.53,RAINY,0.5
POTATO,HUMID,DESERT,88.50229102,242,28.52,NORMAL,6.7
POTATO,HUMID,DESERT,89.30428305,240,28.51,SUNNY,8.2
POTATO,HUMID,DESERT,82.76020821,240,28.5,WINDY,7.7
POTATO,HUMID,DESERT,85.99127934,240,28.49,RAINY,0.5
POTATO,HUMID,DESERT,89.9939693,241,28.49,NORMAL,7.7
POTATO,HUMID,DESERT,82.9116472,240,28.48,SUNNY,9.2
POTATO,HUMID,DESERT,89.99615558,240,28.47,WINDY,8.7
POTATO,HUMID,DESERT,87.4512669,235,28.47,RAINY,0.8
POTATO,HUMID,DESERT,81.94268594,240,28.55,NORMAL,8.7
POTATO,HUMID,DESERT,85.60472562,240,28.85,SUNNY,10.2
POTATO,HUMID,DESERT,84.8593608,240,29.22,WINDY,9.7
POTATO,HUMID,DESERT,89.80650642,238,29.62,RAINY,0.7
POTATO,HUMID,DESERT,85.44815232,240,30.01,NORMAL,9.5
POTATO,HUMID,DESERT,86.89934108,233,30.36,SUNNY,11
POTATO,HUMID,DESERT,85.91625451,211,30.61,WINDY,10.5
POTATO,HUMID,DESERT,81.13903037,192,30.8,RAINY,1.5
POTATO,HUMID,SEMI ARID,89.92908171,177,30.94,NORMAL,5.62
POTATO,HUMID,SEMI ARID,84.28187572,176,31.04,SUNNY,7.12
POTATO,HUMID,SEMI ARID,85.85384444,175,31.1,WINDY,6.62
POTATO,HUMID,SEMI ARID,87.59810657,173,31.14,RAINY,0.3
POTATO,HUMID,SEMI ARID,87.60890009,175,31.15,NORMAL,6.62
POTATO,HUMID,SEMI ARID,82.89166381,174,31.16,SUNNY,8.12
POTATO,HUMID,SEMI ARID,87.17649,174,31.15,WINDY,7.62
POTATO,HUMID,SEMI ARID,87.09979549,175,31.13,RAINY,0.5
POTATO,HUMID,SEMI ARID,88.48312598,174,31.1,NORMAL,7.7
POTATO,HUMID,SEMI ARID,89.89593328,174,31.07,SUNNY,9.2
POTATO,HUMID,SEMI ARID,86.94206817,174,31.03,WINDY,8.7
POTATO,HUMID,SEMI ARID,83.8001509,174,30.98,RAINY,0.8
POTATO,HUMID,SEMI ARID,80.14487166,174,30.93,NORMAL,8.6
POTATO,HUMID,SEMI ARID,80.98004661,175,30.87,SUNNY,10.1
POTATO,HUMID,SEMI ARID,89.4875022,175,30.82,WINDY,9.6
POTATO,HUMID,SEMI ARID,88.48587386,173,30.77,RAINY,2.1
POTATO,HUMID,SEMI HUMID,82.67639542,174,30.71,NORMAL,4.6
POTATO,HUMID,SEMI HUMID,83.97586797,175,30.68,SUNNY,6.1
POTATO,HUMID,SEMI HUMID,81.97952224,175,30.63,WINDY,5.6
POTATO,HUMID,SEMI HUMID,88.00989267,175,30.57,RAINY,0.2
POTATO,HUMID,SEMI HUMID,86.49366929,174,30.52,NORMAL,5.5
POTATO,HUMID,SEMI HUMID,86.12194568,174,30.46,SUNNY,7
POTATO,HUMID,SEMI HUMID,87.11497805,175,30.41,WINDY,6.5
POTATO,HUMID,SEMI HUMID,86.16063492,175,30.36,RAINY,0.3
POTATO,HUMID,SEMI HUMID,84.8845732,175,30.3,NORMAL,6.5
POTATO,HUMID,SEMI HUMID,80.35005927,176,30.25,SUNNY,8
POTATO,HUMID,SEMI HUMID,80.28038146,174,30.2,WINDY,7.5
POTATO,HUMID,SEMI HUMID,80.03499648,174,30.16,RAINY,0.5
POTATO,HUMID,SEMI HUMID,83.6869203,176,30.11,NORMAL,7.5
POTATO,HUMID,SEMI HUMID,88.66663953,175,30.09,SUNNY,9
POTATO,HUMID,SEMI HUMID,85.42058715,175,30.05,WINDY,8.5
POTATO,HUMID,SEMI HUMID,81.8009244,174,30,RAINY,0.8
POTATO,HUMID,HUMID,83.78911515,175,29.96,NORMAL,3.65
POTATO,HUMID,HUMID,86.5543196,316,29.92,SUNNY,5.15
POTATO,HUMID,HUMID,88.9570454,469,29.87,WINDY,4.65
POTATO,HUMID,HUMID,89.1886954,470,29.84,RAINY,0.1
POTATO,HUMID,HUMID,83.63802195,389,29.8,NORMAL,4.65
POTATO,HUMID,HUMID,87.91332682,386,29.76,SUNNY,6.15
POTATO,HUMID,HUMID,80.45744422,388,29.72,WINDY,5.65
POTATO,HUMID,HUMID,89.12760359,388,29.69,RAINY,0.2
POTATO,HUMID,HUMID,83.52706038,389,29.66,NORMAL,5
POTATO,HUMID,HUMID,83.69659318,386,29.69,SUNNY,6.5
POTATO,HUMID,HUMID,86.69133979,390,29.91,WINDY,6
POTATO,HUMID,HUMID,83.48991368,388,30.19,RAINY,0.3
POTATO,HUMID,HUMID,63.19915325,388,30.41,NORMAL,5.15
POTATO,HUMID,HUMID,68.13999721,389,30.56,SUNNY,6.95
POTATO,HUMID,HUMID,62.28814857,388,30.67,WINDY,6.15
POTATO,HUMID,HUMID,67.21113844,387,30.74,RAINY,0.3
POTATO,WET,DESERT,65.06601664,388,30.79,NORMAL,5.15
POTATO,WET,DESERT,65.33538112,389,30.81,SUNNY,6.95
POTATO,WET,DESERT,64.28791388,387,30.82,WINDY,6.15
POTATO,WET,DESERT,61.57072498,388,30.81,RAINY,0.3
POTATO,WET,DESERT,68.68401492,389,30.8,NORMAL,6.15
POTATO,WET,DESERT,63.36085585,388,30.78,SUNNY,7.65
POTATO,WET,DESERT,61.18235808,387,30.75,WINDY,7.15
POTATO,WET,DESERT,66.61452812,388,30.72,RAINY,0.5
POTATO,WET,DESERT,68.32176769,390,30.68,NORMAL,7.15
POTATO,WET,DESERT,68.79427388,389,30.64,SUNNY,8.65
POTATO,WET,DESERT,64.2097765,387,30.6,WINDY,8.15
POTATO,WET,DESERT,69.34811988,390,30.55,RAINY,0.8
POTATO,WET,DESERT,62.51007687,388,30.51,NORMAL,8.15
POTATO,WET,DESERT,62.50460464,388,30.46,SUNNY,9.65
POTATO,WET,DESERT,64.59457409,388,30.42,WINDY,9.15
POTATO,WET,DESERT,64.98742947,389,30.4,RAINY,0.15
POTATO,WET,SEMI ARID,67.5861883,389,30.35,NORMAL,4.37
